1101,1478,0.660075608
8,100,0.78889092
0,841,0.423240096
431,2208,0.166066467
1945,2109,0.601633027
46,2440,0.079278466
274,1022,0.682670005
1443,1844,0.52590403
2368,2480,0.911200575
937,1604,0.346022115
1567,2471,0.750009343
306,2230,0.594393097
1014,1852,0.098170778
204,1579,0.793281542
1185,2009,0.878486656
1094,1777,0.242881348
592,2444,0.964373349
201,1179,0.393114103
1451,1774,0.640005186
1582,2357,0.749746546
277,2234,0.643656198
2007,2464,0.676670298
958,1607,0.724436971
926,2438,0.344744364
1683,2255,0.627172477
154,1316,0.106357569
511,1562,0.722729817
504,2314,0.849482815
1497,1618,0.607725663
891,2466,0.17736134
1589,2034,0.34531843
957,1918,0.94478475
22,1585,0.287169666
2177,2331,0.827624015
123,1330,0.596588822
457,1504,0.349519193
743,1620,0.561289343
834,854,0.41838632
1222,2413,0.280975697
1305,2084,0.985957202
1766,2016,0.471416911
158,953,0.006716825
78,1864,0.096400224
51,1702,0.526272864
296,1804,0.295899565
1791,2237,0.674990567
532,1374,0.353166536
235,419,0.70376277
237,955,0.726928871
555,1153,0.833638802
561,2062,0.146286173
518,1894,0.698991014
610,859,0.556143551
1334,2005,0.685964935
328,1359,0.687979154
31,153,0.951718491
81,832,0.642875232
2360,2444,0.543261821
814,942,0.578161849
90,1377,0.007393458
952,2110,0.920738719
608,2015,0.480387232
631,2480,0.719406791
625,1983,0.982126137
1001,1287,0.602815325
717,835,0.342974645
575,1121,0.947025101
1226,1401,0.965656412
214,1873,0.572719775
86,2324,0.079259512
198,1959,0.835781659
16,2166,0.256329957
390,2383,0.688399099
1931,2228,0.576529983
774,1381,0.407000824
19,90,0.581881676
138,314,0.11747138
665,1262,0.024665299
1380,2462,0.15795212
600,2287,0.456489609
635,1317,0.382029902
803,2370,0.848165458
2114,2344,0.846210655
1554,2089,0.554504069
993,1463,0.231835127
497,1381,0.593739988
161,714,0.010354327
1375,2192,0.886600595
300,435,0.917231321
759,1772,0.150168167
401,474,0.799403913
82,1520,0.717156767
1420,1830,0.981345764
648,945,0.688709846
97,1648,0.355400574
373,740,0.09169895
2046,2377,0.46031352
909,1885,0.665070187
1805,2257,0.641453705
1172,1359,0.351300654
377,711,0.103920959
402,2065,0.175749519
469,791,0.057691954
141,200,0.149809825
1735,2333,0.63857349
43,184,0.085777764
1168,1763,0.861473476
1101,1616,0.885783912
492,980,0.271148725
193,1431,0.213370342
1253,2008,0.756315101
892,1244,0.094996255
126,874,0.063366845
2124,2477,0.304253073
317,399,0.70527315
650,2463,0.714746716
767,2163,0.593645846
389,2269,0.621633901
772,1525,0.563696463
1922,2011,0.160577211
1175,1816,0.786133404
717,914,0.98931767
1188,1511,0.965405932
24,1242,0.039673092
343,1976,0.827734195
355,1285,0.797365499
609,722,0.156913697
1525,2032,0.920684128
1022,1323,0.630920468
99,1567,0.423982025
644,842,0.364267878
128,2411,0.866172261
1088,1567,0.647986719
1132,2032,0.646345945
97,312,0.42771331
455,1046,0.520916941
265,2121,0.954342334
1196,2050,0.760409217
475,2184,0.292995397
2,2346,0.861736165
131,306,0.649631958
802,2244,0.41260316
1949,2340,0.034292341
1089,2389,0.993262205
258,414,0.54100967
1600,2167,0.14358556
1511,2278,0.460992471
876,1990,0.949312632
163,779,0.313526642
1170,1537,0.797777038
1425,1470,0.727554075
691,2003,0.571365153
1512,2207,0.561492165
1565,2482,0.373357228
517,767,0.56378621
20,411,0.765613189
128,1396,0.496802881
1603,2004,0.865017779
1139,1433,0.359024883
632,910,0.585236384
132,1350,0.982817162
1348,2383,0.862882749
1145,1599,0.109981528
35,306,0.99613853
906,2365,0.280890734
925,1619,0.190660568
1730,2140,0.703824549
1285,1344,0.06565609
584,587,0.474659083
108,1658,0.479097887
1221,2043,0.611125611
1459,2462,0.375860446
557,2096,0.815027967
1619,2010,0.532455156
795,1456,0.327247926
1245,1317,0.230168573
103,1489,0.848731083
1503,2482,0.217008132
228,2112,0.466678285
1346,1855,0.807582045
842,2271,0.593690986
392,935,0.593103597
711,1806,0.941534601
445,566,0.882596855
1163,1323,0.210662706
1232,2258,0.433153074
130,191,0.703830364
814,1021,0.27883807
887,2007,0.422027754
2218,2283,0.016894206
0,1095,0.11320298
843,2024,0.540041684
1081,1403,0.069351704
1062,2426,0.812310666
1008,1888,0.263506239
933,2176,0.105064108
141,1245,0.997709044
123,2328,0.32068197
1481,2136,0.56382907
187,759,0.250253838
771,1898,0.151170287
1777,2273,0.840419083
762,1626,0.005739736
771,2450,0.60403715
372,393,0.018259729
1007,1851,0.058445717
170,1632,0.266833111
692,2039,0.49787679
660,2272,0.512503274
1561,1999,0.717492133
79,2466,0.247250608
1369,1497,0.750433432
367,679,0.780158207
1521,2311,0.03918461
130,2254,0.15784927
275,306,0.755243136
1776,2320,0.748657729
1115,1890,0.361941245
1056,1322,0.251072586
475,1231,0.822224612
830,1340,0.225905602
434,1437,0.378284197
70,1450,0.757352754
128,1781,0.340664737
609,1793,0.741384454
446,1248,0.806769594
1374,1527,0.401734497
157,2285,0.890260247
1421,2364,0.28467695
435,477,0.556043445
652,2398,0.731975026
1374,2354,0.256716498
1590,2172,0.315416107
507,2313,0.663277171
168,1339,0.480952128
115,1438,0.738627423
2352,2465,0.130962762
755,2009,0.490604278
425,857,0.139774421
132,1003,0.004140289
1322,1435,0.75294258
373,1816,0.226107398
1254,2360,0.360157024
506,1759,0.587783403
1460,1995,0.787591179
198,415,0.401195796
813,2009,0.060362486
141,1438,0.720973393
1451,1918,0.634035593
1143,2048,0.759040854
253,695,0.871589873
447,688,0.698392838
445,1735,0.932201945
157,1435,0.854710087
779,1295,0.1934855
590,1135,0.319352906
1322,1973,0.482154423
1571,1997,0.111197053
1564,1822,0.011645179
110,2043,0.433817673
634,1934,0.126906882
549,2402,0.212464274
1094,2011,0.250216552
1687,1689,0.85367604
610,2381,0.779758426
1014,1294,0.014914165
401,1235,0.937386256
135,278,0.976582126
1797,2325,0.199751484
662,1018,0.447010974
1375,1550,0.553504916
